,Content ID,Reaction Type,Datetime,Content Type,Category,Sentiment,Score,,Category,positive,negative,neutral,,,,,,
12733,145ed259-6151-4021-bc13-a0b5482e5bd8,intrigued,11/12/2020 0:01,photo,technology,positive,45,,,,,,,,,,,
12735,145ed259-6151-4021-bc13-a0b5482e5bd8,adore,11/6/2021 8:13,photo,technology,positive,72,,,,,,,,,,,
12736,19f998c4-270b-489d-bea6-ae161d301923,cherish,2/10/2020 10:09,GIF,travel,positive,70,,,,,,,,,,,
12737,19f998c4-270b-489d-bea6-ae161d301923,adore,28/1/21 15:53,GIF,travel,positive,72,,,,,,,,,,,
12739,19f998c4-270b-489d-bea6-ae161d301923,super love,26/10/20 14:10,GIF,travel,positive,75,,,,,,,,,,,
12740,19f998c4-270b-489d-bea6-ae161d301923,cherish,6/12/2020 20:01,GIF,travel,positive,70,,,,,,,,,,,
12741,19f998c4-270b-489d-bea6-ae161d301923,love,22/5/21 2:15,GIF,travel,positive,65,,,,,,,,,,,
12742,19f998c4-270b-489d-bea6-ae161d301923,heart,26/11/20 15:38,GIF,travel,positive,60,,,,,,,,,,,
12745,19f998c4-270b-489d-bea6-ae161d301923,like,19/11/20 7:23,GIF,travel,positive,50,,,,,,,,,,,
12746,19f998c4-270b-489d-bea6-ae161d301923,love,13/12/20 1:49,GIF,travel,positive,65,,,,,,,,,,,
12753,19f998c4-270b-489d-bea6-ae161d301923,like,19/5/21 9:52,GIF,travel,positive,50,,,,,,,,,,,
12754,19f998c4-270b-489d-bea6-ae161d301923,interested,28/9/20 14:02,GIF,travel,positive,30,,,,,,,,,,,
12755,19f998c4-270b-489d-bea6-ae161d301923,interested,4/3/2021 20:40,GIF,travel,positive,30,,,,,,,,,,,
12756,19f998c4-270b-489d-bea6-ae161d301923,interested,8/10/2020 10:39,GIF,travel,positive,30,,,,,,,,,,,
12758,19f998c4-270b-489d-bea6-ae161d301923,super love,12/9/2020 11:31,GIF,travel,positive,75,,,,,,,,,,,
12763,19f998c4-270b-489d-bea6-ae161d301923,heart,28/1/21 16:45,GIF,travel,positive,60,,,,,,,,,,,
12764,19f998c4-270b-489d-bea6-ae161d301923,super love,13/2/21 6:32,GIF,travel,positive,75,,,,,,,,,,,
12765,19f998c4-270b-489d-bea6-ae161d301923,want,16/6/21 21:49,GIF,travel,positive,70,,,,,,,,,,,
12766,19f998c4-270b-489d-bea6-ae161d301923,cherish,23/12/20 3:27,GIF,travel,positive,70,,,,,,,,,,,
12767,2073855c-fab2-41ee-ad15-d4269b2ac4bd,want,10/1/2021 1:52,audio,education,positive,70,,,,,,,,,,,
12768,2073855c-fab2-41ee-ad15-d4269b2ac4bd,adore,28/2/21 14:52,audio,education,positive,72,,,,,,,,,,,
12769,2073855c-fab2-41ee-ad15-d4269b2ac4bd,want,13/6/21 19:06,audio,education,positive,70,,,,,,,,,,,
12770,2073855c-fab2-41ee-ad15-d4269b2ac4bd,super love,15/8/20 7:03,audio,education,positive,75,,,,,,,,,,,
12771,2073855c-fab2-41ee-ad15-d4269b2ac4bd,super love,15/12/20 13:17,audio,education,positive,75,,,,,,,,,,,
12772,3af75639-bdaf-4461-b630-d212e7fb4f30,love,29/5/21 13:17,audio,education,positive,65,,,,,,,,,,,
12773,3af75639-bdaf-4461-b630-d212e7fb4f30,interested,2/9/2020 23:35,audio,education,positive,30,,,,,,,,,,,
12774,3af75639-bdaf-4461-b630-d212e7fb4f30,intrigued,17/8/20 23:09,audio,education,positive,45,,,,,,,,,,,
12775,3af75639-bdaf-4461-b630-d212e7fb4f30,cherish,30/7/20 20:06,audio,education,positive,70,,,,,,,,,,,
12776,3af75639-bdaf-4461-b630-d212e7fb4f30,intrigued,21/11/20 7:09,audio,education,positive,45,,,,,,,,,,,
12777,3af75639-bdaf-4461-b630-d212e7fb4f30,love,28/2/21 11:07,audio,education,positive,65,,,,,,,,,,,
12780,3af75639-bdaf-4461-b630-d212e7fb4f30,interested,7/7/2020 1:03,audio,education,positive,30,,,,,,,,,,,
12785,3af75639-bdaf-4461-b630-d212e7fb4f30,want,25/10/20 22:15,audio,education,positive,70,,,,,,,,,,,
12787,3af75639-bdaf-4461-b630-d212e7fb4f30,want,17/10/20 5:35,audio,education,positive,70,,,,,,,,,,,
12789,3af75639-bdaf-4461-b630-d212e7fb4f30,love,31/12/20 0:59,audio,education,positive,65,,,,,,,,,,,
12790,3af75639-bdaf-4461-b630-d212e7fb4f30,love,5/10/2020 13:28,audio,education,positive,65,,,,,,,,,,,
12791,3af75639-bdaf-4461-b630-d212e7fb4f30,like,24/6/20 6:42,audio,education,positive,50,,,,,,,,,,,
12796,3af75639-bdaf-4461-b630-d212e7fb4f30,super love,12/3/2021 18:26,audio,education,positive,75,,,,,,,,,,,
12797,3af75639-bdaf-4461-b630-d212e7fb4f30,like,19/3/21 8:00,audio,education,positive,50,,,,,,,,,,,
12799,3af75639-bdaf-4461-b630-d212e7fb4f30,like,26/2/21 3:22,audio,education,positive,50,,,,,,,,,,,
12800,3af75639-bdaf-4461-b630-d212e7fb4f30,love,14/6/21 13:10,audio,education,positive,65,,,,,,,,,,,
12801,3af75639-bdaf-4461-b630-d212e7fb4f30,heart,23/7/20 23:42,audio,education,positive,60,,,,,,,,,,,
12802,3af75639-bdaf-4461-b630-d212e7fb4f30,intrigued,24/12/20 21:03,audio,education,positive,45,,,,,,,,,,,
12803,3af75639-bdaf-4461-b630-d212e7fb4f30,love,4/3/2021 11:36,audio,education,positive,65,,,,,,,,,,,
12806,3af75639-bdaf-4461-b630-d212e7fb4f30,adore,23/7/20 13:25,audio,education,positive,72,,,,,,,,,,,
12809,12a7140a-6fe7-41e2-b2b4-75d913fcca1e,cherish,29/7/20 14:02,GIF,studying,positive,70,,,,,,,,,,,
12811,12a7140a-6fe7-41e2-b2b4-75d913fcca1e,want,24/7/20 1:39,GIF,studying,positive,70,,,,,,,,,,,
12813,12a7140a-6fe7-41e2-b2b4-75d913fcca1e,super love,14/8/20 21:22,GIF,studying,positive,75,,,,,,,,,,,
12814,12a7140a-6fe7-41e2-b2b4-75d913fcca1e,heart,7/9/2020 3:54,GIF,studying,positive,60,,,,,,,,,,,
12815,12a7140a-6fe7-41e2-b2b4-75d913fcca1e,interested,20/11/20 13:55,GIF,studying,positive,30,,,,,,,,,,,
12816,12a7140a-6fe7-41e2-b2b4-75d913fcca1e,super love,12/10/2020 18:45,GIF,studying,positive,75,,,,,,,,,,,
12817,12a7140a-6fe7-41e2-b2b4-75d913fcca1e,interested,6/4/2021 20:01,GIF,studying,positive,30,,,,,,,,,,,
12818,12a7140a-6fe7-41e2-b2b4-75d913fcca1e,want,19/4/21 7:25,GIF,studying,positive,70,,,,,,,,,,,
12820,12a7140a-6fe7-41e2-b2b4-75d913fcca1e,heart,22/1/21 8:27,GIF,studying,positive,60,,,,,,,,,,,
12821,12a7140a-6fe7-41e2-b2b4-75d913fcca1e,adore,24/5/21 0:52,GIF,studying,positive,72,,,,,,,,,,,
12822,12a7140a-6fe7-41e2-b2b4-75d913fcca1e,intrigued,3/1/2021 13:18,GIF,studying,positive,45,,,,,,,,,,,
12823,12a7140a-6fe7-41e2-b2b4-75d913fcca1e,interested,25/5/21 13:04,GIF,studying,positive,30,,,,,,,,,,,
12824,12a7140a-6fe7-41e2-b2b4-75d913fcca1e,cherish,5/1/2021 9:33,GIF,studying,positive,70,,,,,,,,,,,
12825,12a7140a-6fe7-41e2-b2b4-75d913fcca1e,like,15/4/21 7:50,GIF,studying,positive,50,,,,,,,,,,,
12826,12a7140a-6fe7-41e2-b2b4-75d913fcca1e,interested,14/12/20 9:59,GIF,studying,positive,30,,,,,,,,,,,
12827,12a7140a-6fe7-41e2-b2b4-75d913fcca1e,want,3/1/2021 12:00,GIF,studying,positive,70,,,,,,,,,,,
12828,12a7140a-6fe7-41e2-b2b4-75d913fcca1e,adore,16/1/21 16:11,GIF,studying,positive,72,,,,,,,,,,,
12831,12a7140a-6fe7-41e2-b2b4-75d913fcca1e,love,30/11/20 14:15,GIF,studying,positive,65,,,,,,,,,,,
12832,12a7140a-6fe7-41e2-b2b4-75d913fcca1e,adore,21/6/20 18:52,GIF,studying,positive,72,,,,,,,,,,,
12835,12a7140a-6fe7-41e2-b2b4-75d913fcca1e,heart,15/3/21 8:09,GIF,studying,positive,60,,,,,,,,,,,
12837,12a7140a-6fe7-41e2-b2b4-75d913fcca1e,want,25/2/21 15:01,GIF,studying,positive,70,,,,,,,,,,,
12839,12a7140a-6fe7-41e2-b2b4-75d913fcca1e,love,16/8/20 7:57,GIF,studying,positive,65,,,,,,,,,,,
12840,12a7140a-6fe7-41e2-b2b4-75d913fcca1e,interested,28/10/20 18:03,GIF,studying,positive,30,,,,,,,,,,,
12842,73fde78d-7908-4406-8377-747873ecd29a,interested,2/12/2020 12:08,video,studying,positive,30,,,,,,,,,,,
12844,73fde78d-7908-4406-8377-747873ecd29a,heart,27/5/21 15:28,video,studying,positive,60,,,,,,,,,,,
12845,73fde78d-7908-4406-8377-747873ecd29a,want,23/7/20 3:03,video,studying,positive,70,,,,,,,,,,,
12846,73fde78d-7908-4406-8377-747873ecd29a,love,19/2/21 6:35,video,studying,positive,65,,,,,,,,,,,
12851,73fde78d-7908-4406-8377-747873ecd29a,like,11/5/2021 11:31,video,studying,positive,50,,,,,,,,,,,
12852,73fde78d-7908-4406-8377-747873ecd29a,adore,3/2/2021 16:27,video,studying,positive,72,,,,,,,,,,,
12853,73fde78d-7908-4406-8377-747873ecd29a,super love,11/8/2020 22:43,video,studying,positive,75,,,,,,,,,,,
12855,73fde78d-7908-4406-8377-747873ecd29a,heart,6/5/2021 4:39,video,studying,positive,60,,,,,,,,,,,
12859,73fde78d-7908-4406-8377-747873ecd29a,super love,22/7/20 21:47,video,studying,positive,75,,,,,,,,,,,
12861,73fde78d-7908-4406-8377-747873ecd29a,heart,26/4/21 17:41,video,studying,positive,60,,,,,,,,,,,
12862,73fde78d-7908-4406-8377-747873ecd29a,super love,19/11/20 14:17,video,studying,positive,75,,,,,,,,,,,
12863,73fde78d-7908-4406-8377-747873ecd29a,love,11/6/2021 14:06,video,studying,positive,65,,,,,,,,,,,
12864,73fde78d-7908-4406-8377-747873ecd29a,cherish,18/9/20 8:47,video,studying,positive,70,,,,,,,,,,,
12866,73fde78d-7908-4406-8377-747873ecd29a,heart,21/7/20 6:22,video,studying,positive,60,,,,,,,,,,,
12870,73fde78d-7908-4406-8377-747873ecd29a,love,9/8/2020 10:53,video,studying,positive,65,,,,,,,,,,,
12872,73fde78d-7908-4406-8377-747873ecd29a,like,13/12/20 5:34,video,studying,positive,50,,,,,,,,,,,
12873,73fde78d-7908-4406-8377-747873ecd29a,super love,7/11/2020 10:20,video,studying,positive,75,,,,,,,,,,,
12875,73fde78d-7908-4406-8377-747873ecd29a,heart,12/1/2021 20:05,video,studying,positive,60,,,,,,,,,,,
12876,73fde78d-7908-4406-8377-747873ecd29a,like,7/5/2021 13:08,video,studying,positive,50,,,,,,,,,,,
12879,d6c98c19-5733-47fd-9b03-e4574fbe4220,heart,24/4/21 6:42,photo,travel,positive,60,,,,,,,,,,,
12880,d6c98c19-5733-47fd-9b03-e4574fbe4220,super love,4/6/2021 22:00,photo,travel,positive,75,,,,,,,,,,,
12881,d6c98c19-5733-47fd-9b03-e4574fbe4220,cherish,29/7/20 23:40,photo,travel,positive,70,,,,,,,,,,,
12882,0ce7392d-5c20-4ffa-a42f-767f51e9b466,super love,5/7/2020 4:21,GIF,travel,positive,75,,,,,,,,,,,
12887,0ce7392d-5c20-4ffa-a42f-767f51e9b466,like,7/9/2020 15:43,GIF,travel,positive,50,,,,,,,,,,,
12888,0ce7392d-5c20-4ffa-a42f-767f51e9b466,cherish,2/4/2021 1:20,GIF,travel,positive,70,,,,,,,,,,,
12891,0ce7392d-5c20-4ffa-a42f-767f51e9b466,adore,17/1/21 19:26,GIF,travel,positive,72,,,,,,,,,,,
12894,0ce7392d-5c20-4ffa-a42f-767f51e9b466,adore,14/5/21 18:03,GIF,travel,positive,72,,,,,,,,,,,
12896,0ce7392d-5c20-4ffa-a42f-767f51e9b466,super love,13/9/20 11:04,GIF,travel,positive,75,,,,,,,,,,,
12898,0ce7392d-5c20-4ffa-a42f-767f51e9b466,like,7/3/2021 20:34,GIF,travel,positive,50,,,,,,,,,,,
12902,0ce7392d-5c20-4ffa-a42f-767f51e9b466,intrigued,9/9/2020 6:45,GIF,travel,positive,45,,,,,,,,,,,
12904,0ce7392d-5c20-4ffa-a42f-767f51e9b466,adore,26/9/20 19:14,GIF,travel,positive,72,,,,,,,,,,,
12906,0ce7392d-5c20-4ffa-a42f-767f51e9b466,super love,28/4/21 15:54,GIF,travel,positive,75,,,,,,,,,,,
12907,0ce7392d-5c20-4ffa-a42f-767f51e9b466,interested,27/5/21 1:24,GIF,travel,positive,30,,,,,,,,,,,
12908,0ce7392d-5c20-4ffa-a42f-767f51e9b466,adore,16/1/21 12:23,GIF,travel,positive,72,,,,,,,,,,,
12912,0ce7392d-5c20-4ffa-a42f-767f51e9b466,intrigued,17/8/20 18:17,GIF,travel,positive,45,,,,,,,,,,,
12913,0646f8f9-e558-4893-bb28-2228eb0c9323,cherish,10/11/2020 4:00,audio,fitness,positive,70,,,,,,,,,,,
12917,0646f8f9-e558-4893-bb28-2228eb0c9323,heart,11/1/2021 3:38,audio,fitness,positive,60,,,,,,,,,,,
12918,ed28489e-90b0-4daa-a1fa-22170cdc89d5,heart,10/8/2020 2:31,audio,veganism,positive,60,,,,,,,,,,,
12919,ed28489e-90b0-4daa-a1fa-22170cdc89d5,super love,5/1/2021 7:04,audio,veganism,positive,75,,,,,,,,,,,
12921,ed28489e-90b0-4daa-a1fa-22170cdc89d5,heart,5/4/2021 1:32,audio,veganism,positive,60,,,,,,,,,,,
12923,ed28489e-90b0-4daa-a1fa-22170cdc89d5,want,19/11/20 2:26,audio,veganism,positive,70,,,,,,,,,,,
12926,ed28489e-90b0-4daa-a1fa-22170cdc89d5,intrigued,25/12/20 7:20,audio,veganism,positive,45,,,,,,,,,,,
12929,ed28489e-90b0-4daa-a1fa-22170cdc89d5,like,22/1/21 23:38,audio,veganism,positive,50,,,,,,,,,,,
12930,ed28489e-90b0-4daa-a1fa-22170cdc89d5,super love,30/6/20 18:29,audio,veganism,positive,75,,,,,,,,,,,
12932,ed28489e-90b0-4daa-a1fa-22170cdc89d5,cherish,17/1/21 3:21,audio,veganism,positive,70,,,,,,,,,,,
12933,ed28489e-90b0-4daa-a1fa-22170cdc89d5,super love,20/10/20 1:09,audio,veganism,positive,75,,,,,,,,,,,
12934,ed28489e-90b0-4daa-a1fa-22170cdc89d5,heart,17/5/21 5:18,audio,veganism,positive,60,,,,,,,,,,,
12935,ed28489e-90b0-4daa-a1fa-22170cdc89d5,like,12/4/2021 4:25,audio,veganism,positive,50,,,,,,,,,,,
12936,ed28489e-90b0-4daa-a1fa-22170cdc89d5,heart,30/4/21 6:08,audio,veganism,positive,60,,,,,,,,,,,
12939,ed28489e-90b0-4daa-a1fa-22170cdc89d5,heart,12/8/2020 12:47,audio,veganism,positive,60,,,,,,,,,,,
12942,ed28489e-90b0-4daa-a1fa-22170cdc89d5,interested,30/9/20 8:40,audio,veganism,positive,30,,,,,,,,,,,
12944,ed28489e-90b0-4daa-a1fa-22170cdc89d5,super love,7/7/2020 9:28,audio,veganism,positive,75,,,,,,,,,,,
12945,ed28489e-90b0-4daa-a1fa-22170cdc89d5,intrigued,17/10/20 22:08,audio,veganism,positive,45,,,,,,,,,,,
12946,ed28489e-90b0-4daa-a1fa-22170cdc89d5,heart,25/9/20 13:54,audio,veganism,positive,60,,,,,,,,,,,
12948,ed28489e-90b0-4daa-a1fa-22170cdc89d5,cherish,9/1/2021 17:06,audio,veganism,positive,70,,,,,,,,,,,
12950,ed28489e-90b0-4daa-a1fa-22170cdc89d5,adore,26/9/20 23:26,audio,veganism,positive,72,,,,,,,,,,,
12952,ed28489e-90b0-4daa-a1fa-22170cdc89d5,heart,15/11/20 9:35,audio,veganism,positive,60,,,,,,,,,,,
12953,ed28489e-90b0-4daa-a1fa-22170cdc89d5,like,1/8/2020 4:51,audio,veganism,positive,50,,,,,,,,,,,
12954,6ddba21a-cc51-4bbd-b38d-02df5cec5f68,intrigued,10/8/2020 16:44,audio,culture,positive,45,,,,,,,,,,,
12955,6ddba21a-cc51-4bbd-b38d-02df5cec5f68,heart,4/11/2020 15:25,audio,culture,positive,60,,,,,,,,,,,
12956,6ddba21a-cc51-4bbd-b38d-02df5cec5f68,love,14/9/20 20:10,audio,culture,positive,65,,,,,,,,,,,
12957,6ddba21a-cc51-4bbd-b38d-02df5cec5f68,adore,29/10/20 15:20,audio,culture,positive,72,,,,,,,,,,,
12959,6ddba21a-cc51-4bbd-b38d-02df5cec5f68,intrigued,1/10/2020 6:34,audio,culture,positive,45,,,,,,,,,,,
12960,6ddba21a-cc51-4bbd-b38d-02df5cec5f68,cherish,27/2/21 16:18,audio,culture,positive,70,,,,,,,,,,,
12961,6ddba21a-cc51-4bbd-b38d-02df5cec5f68,like,11/7/2020 20:37,audio,culture,positive,50,,,,,,,,,,,
12962,6ddba21a-cc51-4bbd-b38d-02df5cec5f68,adore,5/2/2021 13:17,audio,culture,positive,72,,,,,,,,,,,
12963,6ddba21a-cc51-4bbd-b38d-02df5cec5f68,want,29/1/21 10:38,audio,culture,positive,70,,,,,,,,,,,
12966,6ddba21a-cc51-4bbd-b38d-02df5cec5f68,cherish,27/7/20 19:12,audio,culture,positive,70,,,,,,,,,,,
12968,6ddba21a-cc51-4bbd-b38d-02df5cec5f68,want,21/4/21 21:02,audio,culture,positive,70,,,,,,,,,,,
12969,6ddba21a-cc51-4bbd-b38d-02df5cec5f68,want,16/3/21 17:11,audio,culture,positive,70,,,,,,,,,,,
12970,6ddba21a-cc51-4bbd-b38d-02df5cec5f68,love,18/1/21 12:31,audio,culture,positive,65,,,,,,,,,,,
12971,6ddba21a-cc51-4bbd-b38d-02df5cec5f68,super love,22/6/20 18:08,audio,culture,positive,75,,,,,,,,,,,
12972,6ddba21a-cc51-4bbd-b38d-02df5cec5f68,interested,23/9/20 9:41,audio,culture,positive,30,,,,,,,,,,,
12974,6ddba21a-cc51-4bbd-b38d-02df5cec5f68,want,7/11/2020 10:51,audio,culture,positive,70,,,,,,,,,,,
12981,6ddba21a-cc51-4bbd-b38d-02df5cec5f68,like,10/12/2020 4:39,audio,culture,positive,50,,,,,,,,,,,
12982,6ddba21a-cc51-4bbd-b38d-02df5cec5f68,like,6/8/2020 22:46,audio,culture,positive,50,,,,,,,,,,,
12983,6ddba21a-cc51-4bbd-b38d-02df5cec5f68,adore,31/10/20 20:24,audio,culture,positive,72,,,,,,,,,,,
12986,6ddba21a-cc51-4bbd-b38d-02df5cec5f68,adore,28/8/20 11:01,audio,culture,positive,72,,,,,,,,,,,
12987,6ddba21a-cc51-4bbd-b38d-02df5cec5f68,intrigued,9/12/2020 15:02,audio,culture,positive,45,,,,,,,,,,,
12991,6ddba21a-cc51-4bbd-b38d-02df5cec5f68,intrigued,17/5/21 15:28,audio,culture,positive,45,,,,,,,,,,,
12992,6ddba21a-cc51-4bbd-b38d-02df5cec5f68,interested,22/7/20 20:51,audio,culture,positive,30,,,,,,,,,,,
12996,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,intrigued,1/1/2021 7:25,photo,travel,positive,45,,,,,,,,,,,
12997,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,interested,27/1/21 3:55,photo,travel,positive,30,,,,,,,,,,,
12998,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,intrigued,29/8/20 14:50,photo,travel,positive,45,,,,,,,,,,,
12999,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,want,10/12/2020 5:40,photo,travel,positive,70,,,,,,,,,,,
13002,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,interested,13/6/21 4:01,photo,travel,positive,30,,,,,,,,,,,
13003,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,adore,7/12/2020 4:38,photo,travel,positive,72,,,,,,,,,,,
13004,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,super love,5/10/2020 17:45,photo,travel,positive,75,,,,,,,,,,,
13005,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,cherish,17/10/20 16:42,photo,travel,positive,70,,,,,,,,,,,
13008,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,want,2/9/2020 14:41,photo,travel,positive,70,,,,,,,,,,,
13009,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,interested,16/3/21 17:24,photo,travel,positive,30,,,,,,,,,,,
13013,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,want,19/12/20 22:25,photo,travel,positive,70,,,,,,,,,,,
13014,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,adore,8/11/2020 19:19,photo,travel,positive,72,,,,,,,,,,,
13016,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,adore,16/10/20 22:16,photo,travel,positive,72,,,,,,,,,,,
13020,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,like,4/7/2020 9:05,photo,travel,positive,50,,,,,,,,,,,
13023,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,heart,21/2/21 22:43,photo,travel,positive,60,,,,,,,,,,,
13027,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,love,6/4/2021 5:28,photo,travel,positive,65,,,,,,,,,,,
13028,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,like,1/1/2021 17:31,photo,travel,positive,50,,,,,,,,,,,
13031,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,interested,5/4/2021 15:09,photo,travel,positive,30,,,,,,,,,,,
13032,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,interested,12/11/2020 21:49,photo,travel,positive,30,,,,,,,,,,,
13034,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,super love,21/2/21 1:32,photo,travel,positive,75,,,,,,,,,,,
13040,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,love,30/9/20 20:27,photo,travel,positive,65,,,,,,,,,,,
13044,7286f9d2-7c83-4c7b-bc01-6f56eb0235de,love,1/12/2020 23:14,video,travel,positive,65,,,,,,,,,,,
13045,7286f9d2-7c83-4c7b-bc01-6f56eb0235de,want,16/7/20 23:07,video,travel,positive,70,,,,,,,,,,,
13046,7286f9d2-7c83-4c7b-bc01-6f56eb0235de,intrigued,8/12/2020 15:45,video,travel,positive,45,,,,,,,,,,,
13047,7286f9d2-7c83-4c7b-bc01-6f56eb0235de,love,4/11/2020 14:29,video,travel,positive,65,,,,,,,,,,,
13049,7286f9d2-7c83-4c7b-bc01-6f56eb0235de,like,20/6/20 3:55,video,travel,positive,50,,,,,,,,,,,
13050,7286f9d2-7c83-4c7b-bc01-6f56eb0235de,want,7/12/2020 5:12,video,travel,positive,70,,,,,,,,,,,
13051,7286f9d2-7c83-4c7b-bc01-6f56eb0235de,adore,26/8/20 15:35,video,travel,positive,72,,,,,,,,,,,
13052,7286f9d2-7c83-4c7b-bc01-6f56eb0235de,heart,15/6/21 4:01,video,travel,positive,60,,,,,,,,,,,
13053,7286f9d2-7c83-4c7b-bc01-6f56eb0235de,want,29/9/20 18:19,video,travel,positive,70,,,,,,,,,,,
13054,7286f9d2-7c83-4c7b-bc01-6f56eb0235de,heart,17/3/21 6:40,video,travel,positive,60,,,,,,,,,,,
13056,7286f9d2-7c83-4c7b-bc01-6f56eb0235de,love,27/3/21 16:29,video,travel,positive,65,,,,,,,,,,,
13057,7286f9d2-7c83-4c7b-bc01-6f56eb0235de,want,1/7/2020 23:11,video,travel,positive,70,,,,,,,,,,,
13061,7286f9d2-7c83-4c7b-bc01-6f56eb0235de,intrigued,12/10/2020 18:19,video,travel,positive,45,,,,,,,,,,,
13062,7286f9d2-7c83-4c7b-bc01-6f56eb0235de,interested,22/7/20 6:29,video,travel,positive,30,,,,,,,,,,,
13063,7286f9d2-7c83-4c7b-bc01-6f56eb0235de,intrigued,20/6/20 17:43,video,travel,positive,45,,,,,,,,,,,
13064,7286f9d2-7c83-4c7b-bc01-6f56eb0235de,interested,24/3/21 13:00,video,travel,positive,30,,,,,,,,,,,
13065,7286f9d2-7c83-4c7b-bc01-6f56eb0235de,adore,8/4/2021 12:30,video,travel,positive,72,,,,,,,,,,,
13066,7286f9d2-7c83-4c7b-bc01-6f56eb0235de,like,9/1/2021 4:12,video,travel,positive,50,,,,,,,,,,,
13067,7286f9d2-7c83-4c7b-bc01-6f56eb0235de,cherish,28/10/20 18:20,video,travel,positive,70,,,,,,,,,,,
13068,7286f9d2-7c83-4c7b-bc01-6f56eb0235de,heart,7/8/2020 7:03,video,travel,positive,60,,,,,,,,,,,
13070,7286f9d2-7c83-4c7b-bc01-6f56eb0235de,want,17/9/20 13:14,video,travel,positive,70,,,,,,,,,,,
13071,7286f9d2-7c83-4c7b-bc01-6f56eb0235de,interested,14/2/21 7:58,video,travel,positive,30,,,,,,,,,,,
13076,7286f9d2-7c83-4c7b-bc01-6f56eb0235de,heart,20/6/20 5:40,video,travel,positive,60,,,,,,,,,,,
13077,7286f9d2-7c83-4c7b-bc01-6f56eb0235de,cherish,10/8/2020 4:47,video,travel,positive,70,,,,,,,,,,,
13079,7286f9d2-7c83-4c7b-bc01-6f56eb0235de,want,13/8/20 8:44,video,travel,positive,70,,,,,,,,,,,
13080,7286f9d2-7c83-4c7b-bc01-6f56eb0235de,heart,23/8/20 19:28,video,travel,positive,60,,,,,,,,,,,
13081,7286f9d2-7c83-4c7b-bc01-6f56eb0235de,like,1/2/2021 23:09,video,travel,positive,50,,,,,,,,,,,
13084,7286f9d2-7c83-4c7b-bc01-6f56eb0235de,love,10/4/2021 8:24,video,travel,positive,65,,,,,,,,,,,
13085,69ce055c-e0bd-46c5-b856-bf2254d1c490,intrigued,19/2/21 7:43,GIF,healthy eating,positive,45,,,,,,,,,,,
13087,69ce055c-e0bd-46c5-b856-bf2254d1c490,love,30/10/20 12:19,GIF,healthy eating,positive,65,,,,,,,,,,,
13088,69ce055c-e0bd-46c5-b856-bf2254d1c490,love,24/4/21 20:26,GIF,healthy eating,positive,65,,,,,,,,,,,
13097,69ce055c-e0bd-46c5-b856-bf2254d1c490,heart,12/7/2020 18:40,GIF,healthy eating,positive,60,,,,,,,,,,,
13099,69ce055c-e0bd-46c5-b856-bf2254d1c490,heart,20/1/21 23:50,GIF,healthy eating,positive,60,,,,,,,,,,,
13100,69ce055c-e0bd-46c5-b856-bf2254d1c490,love,21/6/20 3:22,GIF,healthy eating,positive,65,,,,,,,,,,,
13101,69ce055c-e0bd-46c5-b856-bf2254d1c490,want,7/4/2021 14:23,GIF,healthy eating,positive,70,,,,,,,,,,,
13102,69ce055c-e0bd-46c5-b856-bf2254d1c490,adore,24/10/20 14:50,GIF,healthy eating,positive,72,,,,,,,,,,,
13103,69ce055c-e0bd-46c5-b856-bf2254d1c490,want,21/2/21 4:39,GIF,healthy eating,positive,70,,,,,,,,,,,
13104,69ce055c-e0bd-46c5-b856-bf2254d1c490,adore,9/11/2020 6:39,GIF,healthy eating,positive,72,,,,,,,,,,,
13108,69ce055c-e0bd-46c5-b856-bf2254d1c490,adore,3/4/2021 20:45,GIF,healthy eating,positive,72,,,,,,,,,,,
13109,69ce055c-e0bd-46c5-b856-bf2254d1c490,like,23/11/20 1:44,GIF,healthy eating,positive,50,,,,,,,,,,,
13110,69ce055c-e0bd-46c5-b856-bf2254d1c490,adore,22/11/20 9:17,GIF,healthy eating,positive,72,,,,,,,,,,,
13111,69ce055c-e0bd-46c5-b856-bf2254d1c490,interested,19/1/21 5:01,GIF,healthy eating,positive,30,,,,,,,,,,,
